dexnum,name,generation,type1,type2,species,height,weight,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total,ev_yield,catch_rate,base_friendship,base_exp,growth_rate,egg_group1,egg_group2,percent_male,percent_female,egg_cycles,special_group
541,두르쿤,5,Bug,Grass,Leaf-Wrapped Pokemon,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,2 Defense,120,50,133,Medium Slow,Bug,,50,50,15,Ordinary
542,모아머,5,Bug,Grass,Nurturing Pokemon,1.2,20.5,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,3 Attack,45,50,225,Medium Slow,Bug,,50,50,15,Ordinary
543,마디네,5,Bug,Poison,Centipede Pokemon,0.4,5.3,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,1 Defense,255,50,52,Medium Slow,Bug,,50,50,15,Ordinary
544,휠구,5,Bug,Poison,Curlipede Pokemon,1.2,58.5,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,2 Defense,120,50,126,Medium Slow,Bug,,50,50,15,Ordinary
545,펜드라,5,Bug,Poison,Megapede Pokemon,2.5,200.5,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,3 Speed,45,50,218,Medium Slow,Bug,,50,50,20,Ordinary
546,소미안,5,Grass,Fairy,Cotton Puff Pokemon,0.3,0.6,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1 Speed,190,50,56,Medium Fast,Fairy ,Grass,50,50,20,Ordinary
547,엘풍,5,Grass,Fairy,Windveiled Pokemon,0.7,6.6,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,2 Speed,75,50,168,Medium Fast,Fairy ,Grass,50,50,20,Ordinary
548,치릴리,5,Grass,,Bulb Pokemon,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,1 Sp. Atk,190,50,56,Medium Fast,Grass,,0,100,20,Ordinary
549,드레디어,5,Grass,,Flowering Pokemon,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,2 Sp. Atk,75,50,168,Medium Fast,Grass,,0,100,20,Ordinary
550,배쓰나이,5,Water,,Hostile Pokemon,1,18,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,2 Speed,25,50,161,Medium Fast,Water 2,,50,50,40,Ordinary
551,깜눈크,5,Ground,Dark,Desert Croc Pokemon,0.7,15.2,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,1 Attack,180,50,58,Medium Slow,Field,,50,50,20,Ordinary
552,악비르,5,Ground,Dark,Desert Croc Pokemon,1,33.4,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,2 Attack,90,50,123,Medium Slow,Field,,50,50,20,Ordinary
553,악비아르,5,Ground,Dark,Intimidation Pokemon,1.5,96.3,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,3 Attack,45,50,260,Medium Slow,Field,,50,50,20,Ordinary
554,달막화,5,Fire,,Zen Charm Pokemon,0.6,37.5,Hustle,Inner Focus,,70,90,45,15,45,50,315,1 Attack,120,50,63,Medium Slow,Field,,50,50,20,Ordinary
555,불비달마,5,Fire,,Blazing Pokemon,1.3,92.9,Sheer Force,Zen Mode,,105,140,55,30,55,95,480,2 Attack,60,50,168,Medium Slow,Field,,50,50,20,Ordinary
556,마라카치,5,Grass,,Cactus Pokemon,1,28,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,2 Sp. Atk,255,50,161,Medium Fast,Grass,,50,50,20,Ordinary
557,돌살이,5,Bug,Rock,Rock Inn Pokemon,0.3,14.5,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,1 Defense,190,50,65,Medium Fast,Bug ,Mineral,50,50,20,Ordinary
558,암팰리스,5,Bug,Rock,Stone Home Pokemon,1.4,200,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,2 Defense,75,50,170,Medium Fast,Bug ,Mineral,50,50,20,Ordinary
559,곤율랭,5,Dark,Fighting,Shedding Pokemon,0.6,11.8,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,1 Attack,180,35,70,Medium Fast,Dragon ,Field,50,50,15,Ordinary
560,곤율거니,5,Dark,Fighting,Hoodlum Pokemon,1.1,30,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,"1 Defense, 1 Sp. Def",90,50,171,Medium Fast,Dragon ,Field,50,50,15,Ordinary
561,심보러,5,Psychic,Flying,Avianoid Pokemon,1.4,14,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,2 Sp. Atk,45,50,172,Medium Fast,Flying,,50,50,20,Ordinary
562,데스마스,5,Ghost,,Spirit Pokemon,0.5,1.5,Mummy,,,38,30,85,55,65,30,303,1 Defense,190,50,61,Medium Fast,Amorphous ,Mineral,50,50,25,Ordinary
563,데스니칸,5,Ghost,,Coffin Pokemon,1.7,76.5,Mummy,,,58,50,145,95,105,30,483,2 Defense,90,50,169,Medium Fast,Amorphous ,Mineral,50,50,25,Ordinary
564,프로토가,5,Water,Rock,Prototurtle Pokemon,0.7,16.5,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,1 Defense,45,50,71,Medium Fast,Water 1 ,Water 3,87.5,12.5,30,Fossil
565,늑골라,5,Water,Rock,Prototurtle Pokemon,1.2,81,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,2 Defense,45,50,173,Medium Fast,Water 1 ,Water 3,87.5,12.5,30,Fossil
566,아켄,5,Rock,Flying,First Bird Pokemon,0.5,9.5,Defeatist,,,55,112,45,74,45,70,401,1 Attack,45,50,71,Medium Fast,Flying ,Water 3,87.5,12.5,30,Fossil
567,아케오스,5,Rock,Flying,First Bird Pokemon,1.4,32,Defeatist,,,75,140,65,112,65,110,567,2 Attack,45,50,177,Medium Fast,Flying ,Water 3,87.5,12.5,30,Fossil
568,깨봉이,5,Poison,,Trash Bag Pokemon,0.6,31,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,1 Speed,190,50,66,Medium Fast,Mineral,,50,50,20,Ordinary
569,더스트나,5,Poison,,Trash Heap Pokemon,1.9,107.3,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,2 Attack,60,50,166,Medium Fast,Mineral,,50,50,20,Ordinary
570,조로아,5,Dark,,Tricky Fox Pokemon,0.7,12.5,Illusion,,,40,65,40,80,40,65,330,1 Sp. Atk,75,50,66,Medium Slow,Field,,87.5,12.5,25,Ordinary
571,조로아크,5,Dark,,Illusion Fox Pokemon,1.6,81.1,Illusion,,,60,105,60,120,60,105,510,2 Sp. Atk,45,50,179,Medium Slow,Field,,87.5,12.5,20,Ordinary
572,치라미,5,Normal,,Chinchilla Pokemon,0.4,5.8,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,1 Speed,255,50,60,Fast,Field,,25,75,15,Ordinary
573,치라치노,5,Normal,,Scarf Pokemon,0.5,7.5,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,2 Speed,60,50,165,Fast,Field,,25,75,15,Ordinary
574,고디탱,5,Psychic,,Fixation Pokemon,0.4,5.8,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,1 Sp. Def,200,50,58,Medium Slow,Human-Like,,25,75,20,Ordinary
575,고디보미,5,Psychic,,Manipulate Pokemon,0.7,18,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,2 Sp. Def,100,50,137,Medium Slow,Human-Like,,25,75,20,Ordinary
576,고디모아젤,5,Psychic,,Astral Body Pokemon,1.5,44,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,3 Sp. Def,50,50,245,Medium Slow,Human-Like,,25,75,20,Ordinary
577,유니란,5,Psychic,,Cell Pokemon,0.3,1,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,1 Sp. Atk,200,50,58,Medium Slow,Amorphous,,50,50,20,Ordinary
578,듀란,5,Psychic,,Mitosis Pokemon,0.6,8,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,2 Sp. Atk,100,50,130,Medium Slow,Amorphous,,50,50,20,Ordinary
579,란쿨루스,5,Psychic,,Multiplying Pokemon,1,20.1,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,3 Sp. Atk,50,50,221,Medium Slow,Amorphous,,50,50,20,Ordinary
580,꼬지보리,5,Water,Flying,Water Bird Pokemon,0.5,5.5,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,1 HP,190,50,61,Medium Fast,Flying ,Water 1,50,50,20,Ordinary
581,스완나,5,Water,Flying,White Bird Pokemon,1.3,24.2,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,2 Speed,45,50,166,Medium Fast,Flying ,Water 1,50,50,20,Ordinary
582,바닐프티,5,Ice,,Fresh Snow Pokemon,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,1 Sp. Atk,255,50,61,Slow,Mineral,,50,50,20,Ordinary
583,바닐리치,5,Ice,,Icy Snow Pokemon,1.1,41,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,2 Sp. Atk,120,50,138,Slow,Mineral,,50,50,20,Ordinary
584,배바닐라,5,Ice,,Snowstorm Pokemon,1.3,57.5,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,3 Sp. Atk,45,50,241,Slow,Mineral,,50,50,20,Ordinary
585,사철록,5,Normal,Grass,Season Pokemon,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,1 Speed,190,50,67,Medium Fast,Field,,50,50,20,Ordinary
586,바라철록,5,Normal,Grass,Season Pokemon,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,2 Attack,75,50,166,Medium Fast,Field,,50,50,20,Ordinary
587,에몽가,5,Electric,Flying,Sky Squirrel Pokemon,0.4,5,Static,Motor Drive,,55,75,60,75,60,103,428,2 Speed,200,50,150,Medium Fast,Field,,50,50,20,Ordinary
588,딱정곤,5,Bug,,Clamping Pokemon,0.5,5.9,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,1 Attack,200,50,63,Medium Fast,Bug,,50,50,15,Ordinary
589,슈바르고,5,Bug,Steel,Cavalry Pokemon,1,33,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,2 Attack,75,50,173,Medium Fast,Bug,,50,50,15,Ordinary
590,깜놀버슬,5,Grass,Poison,Mushroom Pokemon,0.2,1,Effect Spore,Regenerator,,69,55,45,55,55,15,294,1 HP,190,50,59,Medium Fast,Grass,,50,50,20,Ordinary
591,뽀록나,5,Grass,Poison,Mushroom Pokemon,0.6,10.5,Effect Spore,Regenerator,,114,85,70,85,80,30,464,2 HP,75,50,162,Medium Fast,Grass,,50,50,20,Ordinary
592,탱그릴,5,Water,Ghost,Floating Pokemon,1.2,33,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,1 Sp. Def,190,50,67,Medium Fast,Amorphous,,50,50,20,Ordinary
593,탱탱겔,5,Water,Ghost,Floating Pokemon,2.2,135,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,2 Sp. Def,60,50,168,Medium Fast,Amorphous,,50,50,20,Ordinary
594,맘복치,5,Water,,Caring Pokemon,1.2,31.6,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,2 HP,75,50,165,Fast,Water 1 ,Water 2,50,50,40,Ordinary
595,파쪼옥,5,Bug,Electric,Attaching Pokemon,0.1,0.6,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1 Speed,190,50,64,Medium Fast,Bug,,50,50,20,Ordinary
596,전툴라,5,Bug,Electric,EleSpider Pokemon,0.8,14.3,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,2 Speed,75,50,165,Medium Fast,Bug,,50,50,20,Ordinary
597,철시드,5,Grass,Steel,Thorn Seed Pokemon,0.6,18.8,Iron Barbs,,,44,50,91,24,86,10,305,1 Defense,255,50,61,Medium Fast,Grass ,Mineral,50,50,20,Ordinary
598,너트령,5,Grass,Steel,Thorn Pod Pokemon,1,110,Iron Barbs,Anticipation,,74,94,131,54,116,20,489,2 Defense,90,50,171,Medium Fast,Grass ,Mineral,50,50,20,Ordinary
599,기어르,5,Steel,,Gear Pokemon,0.3,21,Plus,Minus,Clear Body,40,55,70,45,60,30,300,1 Defense,130,50,60,Medium Slow,Mineral,,,,20,Ordinary
600,기기어르,5,Steel,,Gear Pokemon,0.6,51,Plus,Minus,Clear Body,60,80,95,70,85,50,440,2 Defense,60,50,154,Medium Slow,Mineral,,,,20,Ordinary
601,기기기어르,5,Steel,,Gear Pokemon,0.6,81,Plus,Minus,Clear Body,60,100,115,70,85,90,520,3 Defense,30,50,234,Medium Slow,Mineral,,,,20,Ordinary
602,저리어,5,Electric,,EleFish Pokemon,0.2,0.3,Levitate,,,35,55,40,45,40,60,275,1 Speed,190,50,55,Slow,Amorphous,,50,50,20,Ordinary
603,저리릴,5,Electric,,EleFish Pokemon,1.2,22,Levitate,,,65,85,70,75,70,40,405,2 Attack,60,50,142,Slow,Amorphous,,50,50,20,Ordinary
604,저리더프,5,Electric,,EleFish Pokemon,2.1,80.5,Levitate,,,85,115,80,105,80,50,515,3 Attack,30,50,258,Slow,Amorphous,,50,50,20,Ordinary
605,리그레,5,Psychic,,Cerebral Pokemon,0.5,9,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,1 Sp. Atk,255,50,67,Medium Fast,Human-Like,,50,50,20,Ordinary
606,벰크,5,Psychic,,Cerebral Pokemon,1,34.5,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,2 Sp. Atk,90,50,170,Medium Fast,Human-Like,,50,50,20,Ordinary
607,불켜미,5,Ghost,Fire,Candle Pokemon,0.3,3.1,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,1 Sp. Atk,190,50,55,Medium Slow,Amorphous,,50,50,20,Ordinary
608,램프라,5,Ghost,Fire,Lamp Pokemon,0.6,13,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,2 Sp. Atk,90,50,130,Medium Slow,Amorphous,,50,50,20,Ordinary
609,샹델라,5,Ghost,Fire,Luring Pokemon,1,34.3,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,3 Sp. Atk,45,50,234,Medium Slow,Amorphous,,50,50,20,Ordinary
610,터검니,5,Dragon,,Tusk Pokemon,0.6,18,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,1 Attack,75,35,64,Slow,Dragon ,Monster,50,50,40,Ordinary
611,액슨도,5,Dragon,,Axe Jaw Pokemon,1,36,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,2 Attack,60,35,144,Slow,Dragon ,Monster,50,50,40,Ordinary
612,액스라이즈,5,Dragon,,Axe Jaw Pokemon,1.8,105.5,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,3 Attack,45,35,270,Slow,Dragon ,Monster,50,50,40,Ordinary
613,코고미,5,Ice,,Chill Pokemon,0.5,8.5,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,1 Attack,120,50,61,Medium Fast,Field,,50,50,20,Ordinary
614,툰베어,5,Ice,,Freezing Pokemon,2.6,260,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,2 Attack,60,50,177,Medium Fast,Field,,50,50,20,Ordinary
615,프리지오,5,Ice,,Crystallizing Pokemon,1.1,148,Levitate,,,80,50,50,95,135,105,515,2 Sp. Def,25,50,180,Medium Fast,Mineral,,,,25,Ordinary
616,쪼마리,5,Bug,,Snail Pokemon,0.4,7.7,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,1 Defense,200,50,61,Medium Fast,Bug,,50,50,15,Ordinary
617,어지리더,5,Bug,,Shell Out Pokemon,0.8,25.3,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,2 Speed,75,50,173,Medium Fast,Bug,,50,50,15,Ordinary
618,메더,5,Ground,Electric,Trap Pokemon,0.7,11,Static,Limber,Sand Veil,109,66,84,81,99,32,471,2 HP,75,70,165,Medium Fast,Amorphous ,Water 1,50,50,20,Ordinary
619,비조푸,5,Fighting,,Martial Arts Pokemon,0.9,20,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,1 Attack,180,50,70,Medium Slow,Field ,Human-Like,50,50,25,Ordinary
620,비조도,5,Fighting,,Martial Arts Pokemon,1.4,35.5,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,2 Attack,45,50,179,Medium Slow,Field ,Human-Like,50,50,25,Ordinary
621,크리만,5,Dragon,,Cave Pokemon,1.6,139,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,2 Attack,45,50,170,Medium Fast,Dragon ,Monster,50,50,30,Ordinary
622,골비람,5,Ground,Ghost,Automaton Pokemon,1,92,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,1 Attack,190,50,61,Medium Fast,Mineral,,,,25,Ordinary
623,골루그,5,Ground,Ghost,Automaton Pokemon,2.8,330,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,2 Attack,90,50,169,Medium Fast,Mineral,,,,25,Ordinary
624,자망칼,5,Dark,Steel,Sharp Blade Pokemon,0.5,10.2,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,1 Attack,120,35,68,Medium Fast,Human-Like,,50,50,20,Ordinary
625,절각참,5,Dark,Steel,Sword Blade Pokemon,1.6,70,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,2 Attack,45,35,172,Medium Fast,Human-Like,,50,50,20,Ordinary
626,버프론,5,Normal,,Bash Buffalo Pokemon,1.6,94.6,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,2 Attack,45,50,172,Medium Fast,Field,,50,50,20,Ordinary
627,수리둥보,5,Normal,Flying,Eaglet Pokemon,0.5,10.5,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,1 Attack,190,50,70,Slow,Flying,,100,0,20,Ordinary
628,워글,5,Normal,Flying,Valiant Pokemon,1.5,41,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,2 Attack,60,50,179,Slow,Flying,,100,0,20,Ordinary
629,벌차이,5,Dark,Flying,Diapered Pokemon,0.5,9,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,1 Defense,190,35,74,Slow,Flying,,0,100,20,Ordinary
630,버랜지나,5,Dark,Flying,Bone Vulture Pokemon,1.2,39.5,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,2 Sp. Atk,60,35,179,Slow,Flying,,0,100,20,Ordinary
631,앤티골,5,Fire,,Anteater Pokemon,1.4,58,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,2 Sp. Atk,90,50,169,Medium Fast,Field,,50,50,20,Ordinary
632,아이앤트,5,Bug,Steel,Iron Ant Pokemon,0.3,33,Swarm,Hustle,Truant,58,109,112,48,48,109,484,2 Defense,90,50,169,Medium Fast,Bug,,50,50,20,Ordinary
633,모노두,5,Dark,Dragon,Irate Pokemon,0.8,17.3,Hustle,,,52,65,50,45,50,38,300,1 Attack,45,35,60,Slow,Dragon,,50,50,40,Ordinary
634,디헤드,5,Dark,Dragon,Hostile Pokemon,1.4,50,Hustle,,,72,85,70,65,70,58,420,2 Attack,45,35,147,Slow,Dragon,,50,50,40,Ordinary
635,삼삼드래,5,Dark,Dragon,Brutal Pokemon,1.8,160,Levitate,,,92,105,90,125,90,98,600,3 Sp. Atk,45,35,300,Slow,Dragon,,50,50,40,Ordinary
636,활화르바,5,Bug,Fire,Torch Pokemon,1.1,28.8,Flame Body,Swarm,,55,85,55,50,55,60,360,1 Attack,45,50,72,Slow,Bug,,50,50,40,Ordinary
637,불카모스,5,Bug,Fire,Sun Pokemon,1.6,46,Flame Body,Swarm,,85,60,65,135,105,100,550,3 Sp. Atk,15,50,275,Slow,Bug,,50,50,40,Ordinary
638,코바르온,5,Steel,Fighting,Iron Will Pokemon,2.1,250,Justified,,,91,90,129,90,72,108,580,3 Defense,3,35,261,Slow,Undiscovered,,,,80,Legendary
639,테라키온,5,Rock,Fighting,Cavern Pokemon,1.9,260,Justified,,,91,129,90,72,90,108,580,3 Attack,3,35,261,Slow,Undiscovered,,,,80,Legendary
640,비리디온,5,Grass,Fighting,Grassland Pokemon,2,200,Justified,,,91,90,72,90,129,108,580,3 Sp. Def,3,35,261,Slow,Undiscovered,,,,80,Legendary
641,토네로스,5,Flying,,Cyclone Pokemon,1.5,63,Prankster,Defiant,,79,115,70,125,80,111,580,3 Attack,3,90,290,Slow,Undiscovered,,100,0,120,Legendary
642,볼트로스,5,Electric,Flying,Bolt Strike Pokemon,1.5,61,Prankster,Defiant,,79,115,70,125,80,111,580,3 Attack,3,90,290,Slow,Undiscovered,,100,0,120,Legendary
643,레시라무,5,Dragon,Fire,Vast White Pokemon,3.2,330,Turboblaze,,,100,120,100,150,120,90,680,3 Sp. Atk,3,0,306,Slow,Undiscovered,,,,120,Legendary
644,제크로무,5,Dragon,Electric,Deep Black Pokemon,2.9,345,Teravolt,,,100,150,120,120,100,90,680,3 Attack,3,0,306,Slow,Undiscovered,,,,120,Legendary
645,랜드로스,5,Ground,Flying,Abundance Pokemon,1.5,68,Sand Force,Sheer Force,,89,125,90,115,80,101,600,3 Sp. Atk,3,90,300,Slow,Undiscovered,,100,0,120,Legendary
646,큐레무,5,Dragon,Ice,Boundary Pokemon,3,325,Pressure,,,125,130,90,130,90,95,660,"1 HP, 1 Attack, 1 Sp. Atk",3,0,297,Slow,Undiscovered,,,,120,Legendary
647,케르디오,5,Water,Fighting,Colt Pokemon,1.4,48.5,Justified,,,91,72,90,129,90,108,580,3 Sp. Atk,3,35,261,Slow,Undiscovered,,,,80,Mythical
648,메로엣타,5,Normal,Psychic,Melody Pokemon,0.6,6.5,Serene Grace,,,100,77,77,128,128,90,600,"1 Sp. Atk, 1 Sp. Def, 1 Speed",3,100,300,Slow,Undiscovered,,,,120,Mythical
649,게노세크트,5,Bug,Steel,Paleozoic Pokemon,1.5,82.5,Download,,,71,120,95,120,95,99,600,"1 Attack, 1 Sp. Atk, 1 Speed",3,0,270,Slow,Undiscovered,,,,120,Mythical
650,도치마론,6,Grass,,Spiny Nut Pokemon,0.4,9,Overgrow,Bulletproof,,56,61,65,48,45,38,313,1 Defense,45,50,63,Medium Slow,Field,,87.5,12.5,20,Ordinary
651,도치보구,6,Grass,,Spiny Armor Pokemon,0.7,29,Overgrow,Bulletproof,,61,78,95,56,58,57,405,2 Defense,45,50,142,Medium Slow,Field,,87.5,12.5,20,Ordinary
652,브리가론,6,Grass,Fighting,Spiny Armor Pokemon,1.6,90,Overgrow,Bulletproof,,88,107,122,74,75,64,530,3 Defense,45,50,265,Medium Slow,Field,,87.5,12.5,20,Ordinary
653,푸호꼬,6,Fire,,Fox Pokemon,0.4,9.4,Blaze,Magician,,40,45,40,62,60,60,307,1 Sp. Atk,45,50,61,Medium Slow,Field,,87.5,12.5,20,Ordinary
654,테르나,6,Fire,,Fox Pokemon,1,14.5,Blaze,Magician,,59,59,58,90,70,73,409,2 Sp. Atk,45,50,143,Medium Slow,Field,,87.5,12.5,20,Ordinary
655,마폭시,6,Fire,Psychic,Fox Pokemon,1.5,39,Blaze,Magician,,75,69,72,114,100,104,534,3 Sp. Atk,45,50,267,Medium Slow,Field,,87.5,12.5,20,Ordinary
656,개구마르,6,Water,,Bubble Frog Pokemon,0.3,7,Torrent,Protean,,41,56,40,62,44,71,314,1 Speed,45,50,63,Medium Slow,Water 1,,87.5,12.5,20,Ordinary
657,개굴반장,6,Water,,Bubble Frog Pokemon,0.6,10.9,Torrent,Protean,,54,63,52,83,56,97,405,2 Speed,45,50,142,Medium Slow,Water 1,,87.5,12.5,20,Ordinary
658,개굴닌자,6,Water,Dark,Ninja Pokemon,1.5,40,Torrent,Protean,,72,95,67,103,71,122,530,3 Speed,45,50,265,Medium Slow,Water 1,,87.5,12.5,20,Ordinary
659,파르빗,6,Normal,,Digging Pokemon,0.4,5,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,1 Speed,255,50,47,Medium Fast,Field,,50,50,15,Ordinary
660,파르토,6,Normal,Ground,Digging Pokemon,1,42.4,Pickup,Cheek Pouch,Huge Power,85,56,77,50,77,78,423,2 HP,127,50,148,Medium Fast,Field,,50,50,15,Ordinary
661,화살꼬빈,6,Normal,Flying,Tiny Robin Pokemon,0.3,1.7,Big Pecks,Gale Wings,,45,50,43,40,38,62,278,1 Speed,255,50,56,Medium Slow,Flying,,50,50,15,Ordinary
662,불화살빈,6,Fire,Flying,Ember Pokemon,0.7,16,Flame Body,Gale Wings,,62,73,55,56,52,84,382,2 Speed,120,50,134,Medium Slow,Flying,,50,50,15,Ordinary
663,파이어로,6,Fire,Flying,Scorching Pokemon,1.2,24.5,Flame Body,Gale Wings,,78,81,71,74,69,126,499,3 Speed,45,50,175,Medium Slow,Flying,,50,50,15,Ordinary
664,분이벌레,6,Bug,,Scatterdust Pokemon,0.3,2.5,Shield Dust,Compound Eyes,Friend Guard,38,35,40,27,25,35,200,1 Defense,255,50,40,Medium Fast,Bug,,50,50,15,Ordinary
665,분떠도리,6,Bug,,Scatterdust Pokemon,0.3,8.4,Shed Skin,Friend Guard,,45,22,60,27,30,29,213,2 Defense,120,50,75,Medium Fast,Bug,,50,50,15,Ordinary
666,비비용,6,Bug,Flying,Scale Pokemon,1.2,17,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,"1 HP, 1 Sp. Atk, 1 Speed",45,50,206,Medium Fast,Bug,,50,50,15,Ordinary
667,레오꼬,6,Fire,Normal,Lion Cub Pokemon,0.6,13.5,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,1 Sp. Atk,220,50,74,Medium Slow,Field,,12.5,87.5,20,Ordinary
668,화염레오,6,Fire,Normal,Royal Pokemon,1.5,81.5,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,2 Sp. Atk,65,50,177,Medium Slow,Field,,12.5,87.5,20,Ordinary
669,플라베베,6,Fairy,,Single Bloom Pokemon,0.1,0.1,Flower Veil,Symbiosis,,44,38,39,61,79,42,303,1 Sp. Def,225,50,61,Medium Fast,Fairy,,0,100,20,Ordinary
670,플라엣테,6,Fairy,,Single Bloom Pokemon,0.2,0.9,Flower Veil,Symbiosis,,54,45,47,75,98,52,371,2 Sp. Def,120,50,130,Medium Fast,Fairy,,0,100,20,Ordinary
671,플라제스,6,Fairy,,Garden Pokemon,1.1,10,Flower Veil,Symbiosis,,78,65,68,112,154,75,552,3 Sp. Def,45,50,276,Medium Fast,Fairy,,0,100,20,Ordinary
672,메이클,6,Grass,,Mount Pokemon,0.9,31,Sap Sipper,Grass Pelt,,66,65,48,62,57,52,350,1 HP,200,50,70,Medium Fast,Field,,50,50,20,Ordinary
673,고고트,6,Grass,,Mount Pokemon,1.7,91,Sap Sipper,Grass Pelt,,123,100,62,97,81,68,531,2 HP,45,50,186,Medium Fast,Field,,50,50,20,Ordinary
674,판짱,6,Fighting,,Playful Pokemon,0.6,8,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,1 Attack,220,50,70,Medium Fast,Field ,Human-Like,50,50,25,Ordinary
675,부란다,6,Fighting,Dark,Daunting Pokemon,2.1,136,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,2 Attack,65,50,173,Medium Fast,Field ,Human-Like,50,50,25,Ordinary
676,트리미앙,6,Normal,,Poodle Pokemon,1.2,28,Fur Coat,,,75,80,60,65,90,102,472,1 Speed,160,50,165,Medium Fast,Field,,50,50,20,Ordinary
